Original Feature Value,Rescaled Feature Value,Feature Impact on Outcome,Feature Name
0.44791,0.049633651298619255,0.25939416885375977,CRIM
0.33045,0.03643143050209802,0.2749483585357666,CRIM
0.52058,0.05780158408665945,0.25231942534446716,CRIM
0.51183,0.056818105183462086,0.2344060093164444,CRIM
0.08244,0.008555704469872274,0.24286529421806335,CRIM
0.09252,0.009688672166355624,0.24282875657081604,CRIM
0.11329,0.012023170088573796,0.2167738676071167,CRIM
0.10612,0.01121727937589665,0.2542800009250641,CRIM
0.1029,0.010855359139520026,0.2586406469345093,CRIM
0.12757,0.013628207658591872,0.23592782020568848,CRIM
0.20608,0.0224525423660232,0.24557039141654968,CRIM
0.19133,0.020794677929204804,0.9014589190483093,CRIM
0.33983,0.037485719886325576,0.26583218574523926,CRIM
0.19657,0.02138364129523385,0.25120699405670166,CRIM
0.16439,0.01776668688324633,0.24135738611221313,CRIM
0.19073,0.0207272393758427,0.24263252317905426,CRIM
0.1403,0.01505902896575785,0.24283632636070251,CRIM
0.21409,0.02335284705340729,0.24282769858837128,CRIM
0.08221,0.008529853024416802,0.2164996862411499,CRIM
0.36894,0.040757613700276994,0.44561663269996643,CRIM
0.04819,0.0047060870487854985,0.17181111872196198,CRIM
0.03548,0.0032775136933982595,0.19476784765720367,CRIM
0.01538,0.001018322155767772,0.412840873003006,CRIM
0.61154,0.06802526877635443,0.44283026456832886,CRIM
0.66351,0.07386657147340202,0.20251640677452087,CRIM
0.65665,0.07309552401329528,0.1637871116399765,CRIM
0.54011,0.059996708998595924,0.2892974019050598,CRIM
0.53412,0.05932344744086426,0.4360726475715637,CRIM
0.52014,0.05775212914752723,0.4360726475715637,CRIM
0.82526,0.09204688148393592,0.21487875282764435,CRIM
0.55007,0.06111618898440685,0.290251761674881,CRIM
0.76162,0.0848938989239954,0.16088585555553436,CRIM
0.7857,0.0876004328655945,0.20086641609668732,CRIM
0.57834,0.06429366882365133,0.4287170171737671,CRIM
0.5405,0.0600405440582813,0.44581201672554016,CRIM
0.09065,0.009478488675043731,0.25546908378601074,CRIM
0.29916,0.03291450994426428,0.2784649729728699,CRIM
0.16211,0.017510420380470335,0.24303169548511505,CRIM
0.1146,0.012170410930081053,0.24303169548511505,CRIM
0.22188,0.02422842427122527,0.41823044419288635,CRIM
0.05644,0.0056333671575144306,0.23752456903457642,CRIM
0.09604,0.0100843116794133,0.19425055384635925,CRIM
0.10469,0.01105655082371697,0.26429271697998047,CRIM
0.06127,0.006176247512079369,0.2291545569896698,CRIM
0.07978,0.00825672688330028,0.24303169548511505,CRIM
0.21038,0.022935851998451613,0.23608340322971344,CRIM
0.03578,0.0033112329700793123,0.412840873003006,CRIM
0.03705,0.0034539779080290994,0.19879485666751862,CRIM
0.06129,0.006178495463858105,0.42281830310821533,CRIM
0.01501,0.0009767350478611413,0.412840873003006,CRIM
0.00906,0.00030796939368694216,0.23928818106651306,CRIM
0.01096,0.0005215248126669384,0.17181111872196198,CRIM
0.01965,0.00149825986052808,0.23712103068828583,CRIM
0.03871,0.0036405579056642545,0.17181111872196198,CRIM
0.0459,0.004448696570120135,0.17181111872196198,CRIM
0.04297,0.004119371634535194,0.17029564082622528,CRIM
0.03502,0.003225810802487314,0.17632140219211578,CRIM
0.07886,0.008153321101478386,0.22568172216415405,CRIM
0.03615,0.0033528200779859435,0.21959541738033295,CRIM
0.08265,0.008579307963549011,0.24299538135528564,CRIM
0.08199,0.008505125554850695,0.25356146693229675,CRIM
0.12932,0.013824903439231342,0.24292364716529846,CRIM
0.05372,0.005327645715606225,0.24295884370803833,CRIM
0.14103,0.015141079205681742,0.9800435304641724,CRIM
0.06466,0.006557275338575256,0.23592782020568848,CRIM
0.05561,0.0055400771586968526,0.21586668491363525,CRIM
0.04417,0.0042542487412594015,0.12846538424491882,CRIM
0.03537,0.003265149958615208,0.17177458107471466,CRIM
0.09266,0.009704407828806782,0.24286529421806335,CRIM
0.1,0.01052940613160319,0.21652865409851074,CRIM
0.05515,0.005488374267785907,0.26429271697998047,CRIM
0.05479,0.0054479111357686434,0.24295996129512787,CRIM
0.07503,0.0077228383358502895,0.2508227527141571,CRIM
0.04932,0.0048330963242841285,0.19476966559886932,CRIM
0.49298,0.05469941063200264,0.2547549307346344,CRIM
0.3494,0.038561364812451135,0.2625854015350342,CRIM
2.63548,0.29551124492918274,0.15089179575443268,CRIM
0.79041,0.08812982550948702,0.1484171450138092,CRIM
0.26169,0.02870297228680088,0.2711934745311737,CRIM
0.26938,0.029567309745725183,0.28902092576026917,CRIM
0.3692,0.04078683707340057,0.288501113653183,CRIM
0.25356,0.027789179888744374,0.2626248896121979,CRIM
0.31827,0.0350624278688473,0.8525107502937317,CRIM
0.24522,0.026851783997011124,0.8411327600479126,CRIM
0.40202,0.04447572594230766,0.2783292531967163,CRIM
0.47547,0.05273132884971858,0.2784370481967926,CRIM
0.1676,0.018127483143733587,0.24270425736904144,CRIM
0.18159,0.019699925412959982,0.24270425736904144,CRIM
0.35114,0.03875693661720124,0.25914400815963745,CRIM
0.28392,0.031201570688866836,0.26317664980888367,CRIM
0.34109,0.037627340848385996,0.26583218574523926,CRIM
0.19186,0.02085424865134133,0.23724573850631714,CRIM
0.30347,0.033398943552582064,0.26583218574523926,CRIM
0.24103,0.026380838099365762,0.27710914611816406,CRIM
0.06617,0.006726995697869886,0.2529294490814209,CRIM
0.06724,0.006847261118032304,0.24138635396957397,CRIM
0.04544,0.004396993679209189,0.1703321784734726,CRIM
0.05023,0.004935378130216652,0.25381752848625183,CRIM
0.03466,0.0031853476704700517,0.1932889074087143,CRIM
0.05083,0.005002816683578758,0.2429886907339096,CRIM
0.03738,0.0034910691123782563,0.17193450033664703,CRIM
0.03961,0.00374171573570741,0.19489124417304993,CRIM
0.03427,0.003141512610784684,0.20659920573234558,CRIM
0.03041,0.00270765791748848,0.21198254823684692,CRIM
0.03306,0.0030055115281711065,0.19489124417304993,CRIM
0.05497,0.005468142701777275,0.24800844490528107,CRIM
0.06151,0.006203222933424211,0.2363004833459854,CRIM
0.01301,0.0007519398699874611,0.23928818106651306,CRIM
0.02498,0.0020973390095614377,0.17181111872196198,CRIM
0.02543,0.002147917924583016,0.1717393845319748,CRIM
0.03049,0.0027166497246034274,0.17618396878242493,CRIM
0.03113,0.002788584181523005,0.21185539662837982,CRIM
0.06162,0.0062155866682072625,0.25263431668281555,CRIM
0.0187,0.0013914821510380819,0.17181111872196198,CRIM
0.01501,0.0009767350478611413,0.1719057708978653,CRIM
0.02899,0.002548053341198167,0.12842237949371338,CRIM
0.06211,0.006270661486786314,0.2428222894668579,CRIM
0.0795,0.008225255558397964,0.24134981632232666,CRIM
0.07244,0.007431728580503873,0.23617710173130035,CRIM
0.01709,0.001210522032849769,0.2196243703365326,CRIM
0.04301,0.004123867538092667,0.17127807438373566,CRIM
0.10659,0.011270106242696965,0.2117311656475067,CRIM
8.98296,1.0089526927539971,-0.7359845638275146,CRIM
3.8497,0.43198664536807285,-0.17908482253551483,CRIM
5.20177,0.5839560534419064,-0.1450340896844864,CRIM
4.26131,0.47825061695036575,-0.17860154807567596,CRIM
4.54192,0.5097905043819324,-0.31871411204338074,CRIM
3.83684,0.4305412123743451,-0.18041270971298218,CRIM
3.67822,0.4127127068171835,-0.1486072689294815,CRIM
4.22239,0.4738761027889438,-0.07474324852228165,CRIM
3.47428,0.38979034252940425,-6.788244247436523,CRIM
4.55587,0.5113584507476012,-0.3244730830192566,CRIM
3.69695,0.41481791365797055,-0.17364944517612457,CRIM
13.5222,1.5191523243596596,-0.5664516091346741,CRIM
4.89822,0.5498377653201286,-0.5471022129058838,CRIM
5.66998,0.6365817285580243,-0.5492289066314697,CRIM
6.53876,0.7342305058745724,-0.6966715455055237,CRIM
9.2323,1.0369779075795087,-0.5943695306777954,CRIM
8.26725,0.9285086143760113,-0.596348226070404,CRIM
11.1081,1.2478133049072337,-0.8386461138725281,CRIM
18.4982,2.0784427269093766,-1.0683281421661377,CRIM
19.6091,2.2033052084593123,-2.560291051864624,CRIM
15.288,1.717623986904332,-1.1267272233963013,CRIM
9.82349,1.1034262381830793,-0.7324404716491699,CRIM
23.6482,2.6572903099341034,-1.5664106607437134,CRIM
17.8667,2.007463649495762,-1.251280426979065,CRIM
88.9762,10.0,-3.3587138652801514,CRIM
15.8744,1.7835339330568951,-1.1268655061721802,CRIM
9.18702,1.0318885447524488,-0.8199976682662964,CRIM
7.99248,0.8976251288638357,-0.9270215034484863,CRIM
20.0849,2.2567839812754613,-1.4241483211517334,CRIM
16.8118,1.8888954329262895,-1.4039064645767212,CRIM
24.3938,2.7410939522454116,-1.725494384765625,CRIM
22.5971,2.539149204202591,-1.7933295965194702,CRIM
14.3337,1.6103629677819054,-1.3032517433166504,CRIM
8.15174,0.9155255688779168,-0.8242297768592834,CRIM
6.96215,0.7818185210545412,-0.6765679121017456,CRIM
5.29305,0.5942157053600612,0.03727788105607033,CRIM
11.5779,1.300617692189761,-1.2413235902786255,CRIM
8.64476,0.9709398281755577,-0.9234706163406372,CRIM
13.3598,1.5008989559163166,-1.2222872972488403,CRIM
8.71675,0.9790313306031208,-0.9068989157676697,CRIM
5.87205,0.6592939093544916,-0.5554341673851013,CRIM
7.67202,0.8616061975131359,-0.7900468707084656,CRIM
38.3518,4.309939498625827,-2.789670705795288,CRIM
9.91655,1.113885957809542,-1.301417589187622,CRIM
25.0461,2.8144108995089123,-2.1599457263946533,CRIM
14.2362,1.5994042028605635,-1.337292194366455,CRIM
9.59571,1.077824315375046,-0.7692475318908691,CRIM
24.8017,2.786940928772749,-3.073312997817993,CRIM
41.5292,4.6670715977137425,-2.7072174549102783,CRIM
67.9208,7.6334238058992545,-3.018569231033325,CRIM
20.7162,2.327740579171288,-1.1332508325576782,CRIM
11.9511,1.3425644723809897,-0.6067384481430054,CRIM
7.40389,0.8314690319915009,-0.9026432037353516,CRIM
14.4383,1.622119755584699,-0.7963324189186096,CRIM
51.1358,5.746830275594393,-2.4481801986694336,CRIM
14.0507,1.5785544501127795,-1.0108962059020996,CRIM
18.811,2.11360069272882,-1.0869383811950684,CRIM
28.6558,3.2201324762942245,-1.7181932926177979,CRIM
45.7461,5.141040990501504,-2.5799500942230225,CRIM
18.0846,2.0319550841250993,-1.494653344154358,CRIM
10.8342,1.217027605297433,-1.2559313774108887,CRIM
25.9406,2.9149505428129157,-2.1245882511138916,CRIM
73.5341,8.264345191878418,-2.7844724655151367,CRIM
11.8123,1.3269636870365566,-0.992173433303833,CRIM
11.0874,1.2454866748162412,-0.8007988333702087,CRIM
7.02259,0.7886118313298839,-0.739750862121582,CRIM
12.0482,1.3534782782667572,-0.554913341999054,CRIM
7.05042,0.791739856229996,-0.6926490664482117,CRIM
8.79212,0.9875027368812905,-0.9831101298332214,CRIM
15.8603,1.7819491270528856,-1.4452065229415894,CRIM
12.2472,1.3758453984651884,-1.3385422229766846,CRIM
37.6619,4.232396402018301,-2.965526819229126,CRIM
7.36711,0.827335048670404,-0.7986273169517517,CRIM
9.33889,1.0489583665842865,-0.942872166633606,CRIM
8.49213,0.9537845841761278,-0.8731511831283569,CRIM
10.0623,1.1302679063970862,-0.738834023475647,CRIM
6.44405,0.7235853302263642,-0.34821951389312744,CRIM
5.58107,0.62658845892565,-0.08475469797849655,CRIM
13.9134,1.5631222611517515,-1.1825436353683472,CRIM
11.1604,1.2536916988086302,-0.7307497262954712,CRIM
14.4208,1.6201527977783043,-1.2841137647628784,CRIM
15.1772,1.70517033405013,-1.2287534475326538,CRIM
13.6781,1.536675108474913,-1.2167264223098755,CRIM
9.39063,1.0547738178358788,-0.6766580939292908,CRIM
22.0511,2.4777801206430765,-1.3445278406143188,CRIM
9.72418,1.0922640336257619,-0.6244811415672302,CRIM
5.66637,0.6361759732619623,-0.067300945520401,CRIM
9.96654,1.1195047132804945,-0.7582134008407593,CRIM
12.8023,1.4382373000840285,-1.0527634620666504,CRIM
10.6718,1.1987742368540901,-0.7153701782226562,CRIM
6.28807,0.706053554303996,-0.5088138580322266,CRIM
9.92485,1.1148188577977174,-0.7470074892044067,CRIM
9.32909,1.0478568702127058,-0.7458935976028442,CRIM
7.52601,0.8451950255524678,-0.6123443245887756,CRIM
6.71772,0.7543451783907094,-0.48752444982528687,CRIM
5.44114,0.6108606643057178,-0.10394427180290222,CRIM
5.09017,0.571412482516555,-0.09661661088466644,CRIM
8.24809,0.9263550765719814,-0.8313159942626953,CRIM
9.51363,1.06859872127511,-0.714695155620575,CRIM
4.75237,0.5334445769736904,-0.08475469797849655,CRIM
4.66883,0.5240548823939069,-0.08714371919631958,CRIM
8.20058,0.9210150671215921,-0.7218267321586609,CRIM
7.75223,0.8706216081217599,-0.7415922284126282,CRIM
6.80117,0.7637247571874886,-0.3633398413658142,CRIM
4.81213,0.540161456888556,-0.10505819320678711,CRIM
3.69311,0.414386306916453,-0.09297959506511688,CRIM
6.65492,0.7472866098054758,-0.33269980549812317,CRIM
5.82115,0.6535728720776066,-0.2956545948982239,CRIM
7.83932,0.8804103141422692,-0.4574936330318451,CRIM
3.1636,0.35487065959850683,-0.1863059252500534,CRIM
3.77498,0.4235882975227121,-0.03299674391746521,CRIM
4.42228,0.4963432568415288,0.06509721279144287,CRIM
15.5757,1.749960773241461,-1.07217276096344,CRIM
13.0751,1.4688993623459985,-0.8192094564437866,CRIM
4.34879,0.4880831580305605,-0.05861135572195053,CRIM
4.03841,0.45319719437634404,-0.18864473700523376,CRIM
3.56868,0.40040067492504205,-0.19590221345424652,CRIM
4.64689,0.5215888792926325,-0.1722661554813385,CRIM
8.05579,0.904741020219427,-0.894270658493042,CRIM
6.39312,0.717860921021811,-0.6288744807243347,CRIM
4.87141,0.5468243859607319,-0.04837283492088318,CRIM
15.0234,1.6878835848716442,-1.0066872835159302,CRIM
10.233,1.149454174828605,-0.9096152782440186,CRIM
14.3337,1.6103629677819054,-0.5879209041595459,CRIM
5.82401,0.6538943291819659,-0.37634947896003723,CRIM
5.70818,0.6408753164554116,-0.36156949400901794,CRIM
5.73116,0.6434582130491802,-0.3548601269721985,CRIM
2.81838,0.3160687639457308,-0.18659333884716034,CRIM
2.37857,0.2666351803554191,0.14975298941135406,CRIM
3.67367,0.41220129778752085,-0.17990513145923615,CRIM
5.69175,0.6390286240691794,-0.04626382887363434,CRIM
4.83567,0.5428072961321293,-0.18659333884716034,CRIM
0.15086,0.016245947504930882,0.2465256005525589,CRIM
0.18337,0.01989999312126756,-0.24721501767635345,CRIM
0.20746,0.02260765103875604,-0.03318404406309128,CRIM
0.10574,0.011174568292100652,0.24731077253818512,CRIM
0.11132,0.01180174683836822,0.1393313705921173,CRIM
0.17331,0.018769273376562944,0.2536487877368927,CRIM
